Title;Artist;Rank;Last Week;Peak Positon;Weeks on charts;Date;Genre;Producers;Writers;Distributor
Shape Of You;Ed Sheeran;93;107;55;125;2023-01-29;Pop, UK Pop, Dance-Pop, Electro, Electro-Pop, Dancehall, Synth-Pop, Dance, Singer-Songwriter, Tropical House, UK;Steve Mac;Steve Mac, Tameka “Tiny” Harris, , Kevin “She’kspere” Briggs, & Johnny McDaid;None
Jimmy Cooks;Drake Featuring 21 Savage;94;104;3;32;2023-01-29;Rap, Pop Rap, Hardcore Hip-Hop, Outro, Atlanta Rap, Hip-Hop, Trap, Canada;Vinylz, Tay Keith, CuBeatz &;Drake, 21 Savage, Tay Keith, Vinylz, Kevin Gomringer, Tim Gomringer, Tizzle, Dougie F, Playa Fly, Harry Ray, Al Goodman & Walter Morris;Universal Music Group
Que Agonia;Yuridia & Angela Aguilar;95;102;95;8;2023-01-29;Country, Ranchera, México, Regional Mexicano, Latin Music, En Español;Eden Muñoz;Pepe Aguilar, Ángela Aguilar & Gussy Lau;Sony Music México
How Do I Say Goodbye;Dean Lewis;96;82;82;17;2023-01-29;Pop, Australia;Ed Holloway, Nick Atkinson, Jon Hume & Dean Lewis;Jon Hume & Dean Lewis;None
Glimpse Of Us;Joji;97;85;2;33;2023-01-29;R&B, Pop, Soul Pop, Soul, Australia, Alternative R&B, Japan, Alternative Pop, Alternative, Adult Contemporary, Singer-Songwriter, Ballad, Piano;Connor McDonough;Riley McDonough, Joel Castillo, Connor McDonough, Idarose &;Warner Music Group
Believer;Imagine Dragons;98;101;52;125;2023-01-29;Pop, Rock, Synth Rock, Anthem, Adult Alternative, Alternative, Alternative Pop, Alternative Rock, Alternative R&B, Synth-Pop, Album-Oriented Rock (AOR), Pop-Rock;Mattman & Robin;Dan Reynolds, Wayne Sermon, Ben McKee, Daniel Platzman, Robin Fredriksson, Mattias Larsson & Justin Tranter;None
Provenza;Karol G;99;99;6;40;2023-01-29;Pop, Afrobeats, Colombia, Latin Pop, Latin Urban, Latin Music, En Español;Ovy On The Drums;KEITYN, Ovy On The Drums & KAROL G;None
Cairo;Karol G & Ovy On The Drums;100;105;89;10;2023-01-29;Pop, Dance, Moombahton, Dancehall, Colombia, En Español, Latin Pop, Latin Urban, Latin Music;Ovy On The Drums;KAROL G, Ovy On The Drums & KEITYN;None
Wait For U;Future Featuring Drake & Tems;101;103;2;39;2023-01-29;Pop, R&B, Rap, Boom Bap, Contemporary R&B, Trap, Hip-Hop, Pop-R&B, Pop Rap, Nigeria, Canada, Atlanta Rap;ATL Jacob, FNZ, , Sonic Major &;Future, Drake, Tems, 1SRAEL, ATL Jacob, Finatik, Zac, Sonic Major, Tejiri & A1;Sony Music Entertainment
Metamorphosis;INTERWORLD;102;117;101;6;2023-01-29;Rap, Drift Phonk, Memphis, Phonk;INTERWORLD;DJ live wire, Lay Low (Memphis) & Underground Sam;None
About Damn Time;Lizzo;103;113;6;41;2023-01-29;Rap, R&B, Pop, Pop Rap, Hip-Hop, Pop-R&B, Dance, Funk, Nu Disco, Funk-Pop, Dance-Pop;Blake Slatkin & Ricky Reed;Blake Slatkin, Theron Thomas, Ricky Reed, Malcolm McLaren, JazzyJust, Larry Price, Stephen Hague &;None
Te Felicito;Shakira & Rauw Alejandro;104;79;11;34;2023-01-29;Pop, Electro, Electro-Pop, Reggaetón, Colombia, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Ily Wonder, L.E.X.U.Z, KEITYN, Albert Hype & Shakira;Santiago Munera Penagos, Lenin Yorney, KEITYN, Ily Wonder, Andrés Mauricio Acosta Echeverri, Rauw Alejandro & Shakira;None
Sunroof;Nicky Youre & dazy;105;89;26;36;2023-01-29;Rock, Pop, Bedroom Pop, Pop-Rock, Alternative Rock, Alternative Pop, Indie, Alternative;Dazy;Nicky Youre;None
Enemy;Imagine Dragons X JID;106;109;3;65;2023-01-29;Rock, Rap, Pop, TV, Alternative Pop, Alternative, Gaming, Memes, Rap-Rock, Alternative Rock, Pop Rap, Pop-Rock, Soundtrack;Mattman & Robin;Dan Reynolds, Wayne Sermon, Ben McKee, Daniel Platzman, Robin Fredriksson, Mattias Larsson, Justin Tranter &;None
Moscow Mule;Bad Bunny;107;96;2;38;2023-01-29;Pop, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Scotty Dittrich, Mick Coogan, La Paciencia & MAG;Bad Bunny;The Orchard
Knight Crawler;Trippie Redd & Juice WRLD;108;-;108;1;2023-01-29;Rock, Rap, Hardcore Hip-Hop, Dark Trap, Rap-Rock, Trap Metal, East Coast, Chicago Rap, Trap;CBMIX;CBMIX, Trippie Redd & Juice WRLD;Universal Music Group
Without Me;Eminem;109;112;39;68;2023-01-29;Rap, Comedy, Memes, Soundtrack, Hip-Hop, Hardcore Hip-Hop, Satire;Jeff Bass, DJ Head & Eminem;Eminem, , Shawn Baumgardner, Urban Kris, , Trevor Horn, Anne Dudley & Malcolm McLaren;Universal Music Group
Shallow;Lady Gaga & Bradley Cooper;110;93;59;122;2023-01-29;Rock, Duet, Piano Rock, Piano, Folk Rock, Ballad, Musicals, Soundtrack;Benjamin Rice & Lady Gaga;Andrew Wyatt, Anthony Rossomando, Mark Ronson & Lady Gaga;Universal Music Group
Hotel Lobby (Unc And Phew);Quavo & Takeoff;111;106;77;18;2023-01-29;R&B, Rap, Hip-Hop, Freestyle, Canada;Noel Cadastre & Sevn Thomas;Drake, GIVĒON, Noel Cadastre, Sevn Thomas, Eminem, Jeff Bass & Steve King;Universal Music Group
Viva La Vida;Coldplay;112;120;107;23;2023-01-29;Pop, Rock, Rock Pop, UK Pop, Chamber Pop, Alternative Pop, Alternative, Alternative Rock, Classical Crossover, Art Pop, Art Rock, Singer-Songwriter, Orchestral, Adult Alternative, Adult Contemporary, Pop-Rock, Chamber Music, Baroque Pop, British Rock, Soundtrack, UK;Brian Eno, Markus Dravs & Rik Simpson;Chris Martin, Guy Berryman, Jonny Buckland & Will Champion;None
Subtitle;Official HIGE DANdism;113;98;29;15;2023-01-29;Pop, Genius Japan, Ballad, J-Pop, Japanese, Japan;藤原聡 (Satoshi Fujihara);藤原聡 (Satoshi Fujihara);None
Lokera;Rauw Alejandro, Lyanno & Brray;114;114;55;24;2023-01-29;Pop, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Caleb Calloway, Mr. Naisgai, Rauw Alejandro & Slow Jamz;Rauw Alejandro, Lyanno & Brray;Sony Music Latin & Duars Entertainment
Lovely;Billie Eilish & Khalid;115;91;70;125;2023-01-29;Pop, TikTok, Chamber Pop, Baroque Pop, Chamber Music, Alternative Pop, Soul, Ballad;FINNEAS;FINNEAS, & Khalid;None
Party In The U.S.A.;Miley Cyrus;116;124;116;4;2023-01-29;Pop, Pop-Rock, Bubblegum Pop, Teen Pop;Dr. Luke;Jessie J, Dr. Luke & Claude Kelly;None
Dandelions;Ruth B.;117;118;51;54;2023-01-29;Pop, Canada, Trap, Alternative Pop, Alternative R&B, Ballad;Joel Little;Ruth B.;None
Wait In The Truck;HARDY Featuring Lainey Wilson;118;-;118;4;2023-01-29;Country, Ballad, Outlaw Country, Singer-Songwriter;Joey Moi, HARDY, Jordan Schmidt & Derek Wells;Hunter Phelps, Jordan Schmidt, HARDY & Renee Blair;None
I Like You (A Happier Song);Post Malone Featuring Doja Cat;119;122;7;34;2023-01-29;Rap, Soundtrack, Broadway, History, Musicals;Lin-Manuel Miranda, ?uestlove, Black Thought, Bill Sherman & Alex Lacamoire;Lin-Manuel Miranda, Richard Rodgers, Oscar Hammerstein II, Havoc, Prodigy of Mobb Deep, The Notorious B.I.G., Easy Mo Bee & Roger Troutman;None
Riptide;Vance Joy;120;100;100;72;2023-01-29;Pop, Rock, Alternative Pop, Alternative Rock, Pop-Rock, Folk Pop, Ballad, Australia, Singer-Songwriter, Contemporary Folk, Adult Alternative, Adult Contemporary, Folk, Alternative, Folk Rock;John Castle, Edwin White & Vance Joy;Vance Joy;None
Spit In My Face!;ThxSoMch;121;123;121;4;2023-01-29;Rock, Canada, Post-Punk Revival, Post-Punk, Indie Rock;grayskies;Carter De Filippis;Sparta Distribution
Neverita;Bad Bunny;122;111;16;38;2023-01-29;Pop, House, Latin Trap, Trap, Latin Pop, Puerto Rico, En Español, Latin Urban, Latin Music;Cheo Legendary, La Paciencia & Tainy;Bad Bunny;The Orchard
Yellow;Coldplay;123;125;68;94;2023-01-29;Rock, Pop-Rock, British Rock, Post-Britpop, Ballad, Adult Alternative, Adult Contemporary, UK, Alternative Rock, Alternative;Ken Nelson & Coldplay;Guy Berryman, Jonny Buckland, & Chris Martin;None
Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;124;119;41;125;2023-01-29;Rap, Pop, R&B, Alternative, Pop Rap, Alternative Pop, Synth-Pop, Alternative R&B, Marvel, Soundtrack;Carter Lang & Louis Bell;Post Malone, Carl Rosen, Carter Lang, Swae Lee, & Billy Walsh;None
Shut Down;BLACKPINK;125;108;1;19;2023-01-29;Pop, K-Pop (케이팝), Modern Classical, Orchestral, Girl Group, South Korea, Genius Korea;Teddy Park & 24;Teddy Park, Danny Chung & Vince (KOR);None
Late Night Talking;Harry Styles;126;121;2;36;2023-01-29;R&B, Pop, Synth-Pop, Funk-Pop, Dance, Dance-Pop, UK;Tyler Johnson & Kid Harpoon;Harry Styles & Kid Harpoon;Sony Music Entertainment
Waka Waka (This Time For Africa);Shakira Featuring Freshlyground;127;116;87;10;2023-01-29;Rap, Pop Rap, Atlanta Rap, DMV, Memes, Trap;Drumma Boy;Drumma Boy, Wale, Roscoe Dash & Waka Flocka Flame;None
Playa del Ingles;Quevedo & Mike Towers;128;170;128;2;2023-01-29;Pop, Soul Pop, New Wave, Dancehall, Contemporary R&B, Island Music, Pop-R&B, Alternative R&B, Jamaica, Canada, UK Pop, UK;Sam Smith, Jimmy Napes, StarGate & Anju Blaxx;Sam Smith, Jimmy Napes, Mikkel Storleer Eriksen, Tor Erik Hermansen, Jessie Reyez & Koffee;None
Gangsta's Paradise;Coolio Featuring L.V.;129;129;21;80;2023-01-29;Pop, Rap, Soul Rap, Pop Rap, West Coast, Nineties, Soundtrack, Hardcore Hip-Hop, Soul, Gangsta Rap, Conscious Hip-Hop;Doug Rasheed;Coolio, L.V. (South Central Cartel), Stevie Wonder & Doug Rasheed;Reservoir Media
No Role Modelz;J. Cole;130;135;97;81;2023-01-29;Rap, Conscious Hip-Hop;Phonix Beats, J. Cole & DJ Dahi;J. Cole, Phonix Beats, Suga-T, D-Shot, Studio Ton, DJ Paul, , E-40 & B-Legit;None
The Kind Of Love We Make;Luke Combs;131;169;38;28;2023-01-29;Country;Chip Matthews, Jonathan Singleton & Luke Combs;Luke Combs, Reid Isbell, Jamie Davis & Dan Isbell;None
Take Me To Church;Hozier;132;133;123;96;2023-01-29;Rock, Pop, Pop-Rock, Soul Pop, Alternative Pop, Alternative, Piano Rock, Alternative Rock, Soul, Blue-Eyed Soul, Ballad, Dark Pop, Adult Alternative, LGBTQ+, Piano, Ireland;Rob Kirwan & Hozier;Hozier;None
Collide;Justine Skye Featuring Tyga;133;150;133;3;2023-01-29;R&B, Rap;Mustard & J.LBS;Justine Skye, Tyga, TC & Elijah Blake;Stem
You Proof;Morgan Wallen;134;132;22;37;2023-01-29;R&B, Country, Singer-Songwriter, Honky Tonk, Alternative R&B, Synth-Pop, Trap, Pop Country;Charlie Handsome & Joey Moi;Ashley Gorley, ERNEST, Keith Smith, Morgan Wallen & Charlie Handsome;None
Summertime Sadness;Lana Del Rey vs. Cedric Gervais;135;136;89;25;2023-01-29;Pop, Alternative Pop, Alternative, Ballad, Dark Pop, Baroque Pop, Trip-Hop;Emile Haynie;Lana Del Rey & Rick Nowels;Universal Music Group
Vista Al Mar;Quevedo;136;198;114;15;2023-01-29;Pop, Reggaetón, Spanish Pop, Spanish Urban, Spanish Music, En Español;BlueFire;Quevedo;None
Blind;SZA;137;95;19;7;2023-01-29;Pop, Pop Rap, Neo Soul, Art Pop, Folk, Contemporary Folk, Chamber Folk;Rob Bisel, Carter Lang, Yuli & Will Miller;SZA, Rob Bisel, Carter Lang, Yuli & Will Miller;Sony Music Entertainment
Pepas;Farruko;138;127;7;80;2023-01-29;Pop, Guaracha, Electro House, Electronica, Electro, Electro-Pop, En Español, Puerto Rico, Latin Pop, Latin Urban, Latin Music;Sharo Towers, Ghetto, IAmChino, K4G & Víctor Cárdenas;IAmChino, Juan Manuel Gomez, Ghetto, White Star, K4G, Sharo Towers, Víctor Cárdenas, Frank Miami & Farruko;None
Happier Than Ever;Billie Eilish;139;137;6;77;2023-01-29;Pop, TikTok, Pop-Punk, Neo Soul, Soul, Alternative Pop, Pop-Rock, Grunge, Noise Pop;FINNEAS;Billie Eilish & FINNEAS;Universal Music Group
Counting Stars;OneRepublic;140;144;96;96;2023-01-29;Rock, Pop, Folk Pop, Folk Rock, Folk, Dance-Pop, Dance, Dance Rock, Pop-Rock;Ryan Tedder & Noel Zancanella;Ryan Tedder;None
Pink Venom;BLACKPINK;141;128;1;23;2023-01-29;Pop, Korean, Hip-Hop, K-Pop (케이팝), Girl Group, South Korea, Genius Korea;Teddy Park, 24, R.Tee & IDO (KOR);Teddy Park, , R.Tee, Danny Chung & IDO (KOR);None
Thank God;Kane Brown With Katelyn Brown;142;140;62;15;2023-01-29;Country, New Wave, Pop Country, Ballad, Folk Pop, Duet;Dann Huff;Christian Stalnecker, Jared Mullins, Jaxson Free, Josh Hoge & Kyle Fishman;None
Everybody Wants To Rule The World;Tears For Fears;143;158;108;26;2023-01-29;Rock, Pop, Progressive Pop, Pop-Rock, British Rock, UK, Soundtrack, Synth Rock, Synth-Pop, Singer-Songwriter, Eighties, New Wave;Chris Hughes;Chris Hughes, & Roland Orzabal;None
Too Many Nights;Metro Boomin Featuring Don Toliver & Future;144;131;23;8;2023-01-29;Rap, Atlanta Rap, Texas Rap, Trap;Metro Boomin, Honorable C.N.O.T.E. & Allen Ritter;Metro Boomin, Don Toliver, Future, Honorable C.N.O.T.E. & Allen Ritter;Universal Music Group
The Hills;The Weeknd;145;138;44;51;2023-01-29;Pop, R&B, Alternative, Alternative Pop, Canada, Synth-Pop, Synthwave, Dark Pop, Trap, Alternative R&B;Mano & Illangelo;Thomas Raybould, Belly, , Mano &;None
Komet;Udo Lindenberg & Apache 207;146;-;146;1;2023-01-29;Pop, Rock, Rap, Deutschsprachiger Pop, Deutschland, Deutschsprachiger Rock, Deutschsprachiger Rap;JUMPA & Sira (DEU);Apache 207, Udo Lindenberg, Chris James, Takt32, JUMPA & Sira (DEU);None
Do I Wanna Know?;Arctic Monkeys;147;139;119;32;2023-01-29;Rock, Pop-Rock, Psychedelic, Alternative Pop, Blues, Adult Alternative, Alternative, Indie, Alternative Rock, Psychedelic Rock, British Rock, UK, Soundtrack, Blues Rock, Indie Rock;Ross Orton & James Ford;Alex Turner;None
Shinunoga E-Wa;Fujii Kaze;148;142;118;16;2023-01-29;Pop, Genius Japan, Japanese, Japan, J-Pop;Yaffle;藤井風 (Fujii Kaze);None
Super Freaky Girl;Nicki Minaj;149;143;5;24;2023-01-29;Rap, Pop, TikTok, Electro-Pop, Dance, Clash, Trap, Electronic, East Coast, Electronic Trap, Dance-Pop, Trinidad & Tobago;Dr. Luke, Malibu Babie, Vaughn Oliver & Aaron Joseph;Alonzo Miller, Rick James, Nicki Minaj, Dr. Luke, Aaron Joseph, Lauren Miller, LunchMoney Lewis & Vaughn Oliver;Universal Music Group
505;Arctic Monkeys;150;157;94;46;2023-01-29;Rock, UK Pop, Indie Pop, Post-Britpop, Psychedelic, Psychedelic Rock, Rock Pop, Alternative Pop, Alternative, Alternative Rock, Pop-Rock, Indie, British Rock, Post-Punk Revival, Garage Rock, UK, Indie Rock;Mike Crossey & James Ford;Alex Turner, Jamie Cook, Matt Helders & Nick O’Malley;None
abcdefu;GAYLE;151;126;1;60;2023-01-29;Rock, Pop, TikTok, Alternative Pop, Pop-Rock;Pete Nappi;GAYLE, & David Pittenger;Atlantic Records
Attention;NewJeans;152;141;54;14;2023-01-29;R&B, Pop, Dance-Pop, Pop-R&B, Contemporary R&B, K-R&B, K-Pop (케이팝), South Korea, Genius Korea, Korean, Girl Group;250;Danielle (NewJeans), Gigi (KOR), Duckbay & 250;None
Bombonzinho;Israel & Rodolffo & Ana Castela;153;134;119;5;2023-01-29;Country, Spanish Music, Banda, En Español;None;Geovani Cabrera Inzunza / Horacio Palencia Cisneros;None
Dance Monkey;Tones And I;154;148;16;120;2023-01-29;Pop, Dance-Pop, Australia;Konstantin Kersting;Tones and I;None
Call Out My Name;The Weeknd;155;151;97;29;2023-01-29;Pop, R&B, Singer-Songwriter, Downtempo, Canada, Alternative R&B, Ballad, Dark Pop;Ging;Ging, Nicolas Jaar & The Weeknd;None
Maan Meri Jaan;King;156;155;121;4;2023-01-29;Pop, Genius India;Saurabh Lokhande;King;None
Ferrari;James Hype & Miggy Dela Rosa;157;149;25;29;2023-01-29;Pop, Deep House, House, Alternative Dance, Electronic, UK, Dance-Pop, Electro-Pop, Dance;James Hype;James Hype, Miggy Dela Rosa, Josh Grimmett, Johannes Shore, Diddy, Loon, Adonis, Michael Carlos Jones, Frank Romano & Mario Winans;None
Sweet Child O' Mine;Guns N' Roses;158;160;57;90;2023-01-29;Rock, Glam Rock, Alternative Rock, Alternative, Album-Oriented Rock (AOR), Eighties, Hard Rock;Mike Clink;Steven Adler, Duff McKagan, Izzy Stradlin, Axl Rose & Slash;Universal Music Group
Watermelon Sugar;Harry Styles;159;145;9;121;2023-01-29;Pop, Rock, Funk, Funk Rock, British Rock, Funk-Pop, UK, Pop-Rock;Tyler Johnson & Kid Harpoon;Tyler Johnson, Kid Harpoon, Mitch Rowland &;Sony Music Entertainment
Punto 40;Rauw Alejandro & Baby Rasta;160;130;72;16;2023-01-29;Pop, Puerto Rico, Reggaetón, En Español, Latin Pop, Latin Urban, Latin Music;Mr. Naisgai, Rauw Alejandro, Kenobi Sensei & Playero;Rauw Alejandro, Baby Rasta & Playero;None
Dream On;Aerosmith;161;152;110;12;2023-01-29;Rock, Piano, Album-Oriented Rock (AOR), Singer-Songwriter, Blues Rock, Seventies, Ballad, Hard Rock;Adrian Barber;Steven Tyler;None
Blank Space;Taylor Swift;162;178;157;24;2023-01-29;Pop, Adult Contemporary, Electronic, Singer-Songwriter, Teen Pop, Synth-Pop, Electro-Pop;Shellback & Max Martin;Shellback, & Taylor Swift;None
The Real Slim Shady;Eminem;163;156;59;52;2023-01-29;Rap, Beef, Detroit, Hip-Hop, Hardcore Hip-Hop;Dr. Dre & Mel-Man;Eminem, & Mel-Man;None
Industry Baby;Lil Nas X & Jack Harlow;164;153;2;78;2023-01-29;Pop, Rap, Pop Rap, Hip-Hop, Atlanta Rap, Trap;Drew Sliger, Roy Lenzo, Ojivolta, Nick Lee, Kanye West & Take a Daytrip;Roy Lenzo, Mark Williams, Raul Cubina, Kanye West, , David Biral, Denzel Baptiste, Jack Harlow & Lil Nas X;Sony Music Entertainment
Running Up That Hill (A Deal With God);Kate Bush;165;154;1;34;2023-01-29;Pop, Progressive Pop, Soundtrack, Memes, UK Pop, Netflix, TV, Avant Garde, Adult Contemporary, Singer-Songwriter, Alternative Pop, Alternative, Avant-Pop, Eighties, UK, Synth-Pop, New Wave, Art Pop;Kate Bush;Kate Bush;None
Going, Going, Gone;Luke Combs;166;175;163;4;2023-01-29;Country;Chip Matthews & Jonathan Singleton;Ray Fulcher & James McNair;None
TV;Billie Eilish;167;162;25;7;2023-01-29;Pop, Dream Pop, American Folk, Contemporary Folk, Slowcore, Alternative Country, Piano, Alternative, Alternative Pop, Ballad;FINNEAS;FINNEAS & Billie Eilish;Universal Music Group
I'm Not The Only One;Sam Smith;168;163;94;19;2023-01-29;R&B, Pop, Orchestral, Singer-Songwriter, Piano, Adult Contemporary, Blue-Eyed Soul, Soul, Soul Pop, Ballad, Pop-Rock, UK;Steve Fitzmaurice & Jimmy Napes;Sam Smith & Jimmy Napes;None
Good Days;SZA;169;146;7;35;2023-01-29;R&B, Art Pop, Downtempo, Contemporary R&B, Alternative, Dream Pop, Neo-Psychedelia, Psychedelic Soul, Soul, Neo Soul, Alternative R&B;Los Hendrix, Nascent & Carter Lang;SZA, Los Hendrix, Nascent, & Jacob Collier;Sony Music Entertainment
Smells Like Teen Spirit;Nirvana;170;166;92;100;2023-01-29;Rock, Nineties, Alternative, Hard Rock, Grunge, Alternative Rock;Butch Vig;Krist Novoselic, Dave Grohl &;Uni Distribution
I Was Never There;The Weeknd Featuring Gesaffelstein;171;168;119;23;2023-01-29;Pop, R&B, Future Garage, Electro-Pop, Alternative R&B;Ging & Gesaffelstein;Ging, Gesaffelstein & The Weeknd;None
Hold Me Closer;Elton John & Britney Spears;172;161;6;20;2023-01-29;Pop, Singer-Songwriter, Alternative Pop, Alternative Dance, Alternative, Electro, Electronica, Electro-Pop, Electronic, Dance, Mashup, Nu Disco, Dance-Pop, UK, Remix;watt & Cirkut;Elton John, Bernie Taupin, watt & Cirkut;None
Lose Yourself;Eminem;173;171;25;46;2023-01-29;Rap, Memes, Anthem, Theme Song, Rap-Rock, Detroit, Hardcore Hip-Hop, Hip-Hop, Soundtrack;Eminem & Jeff Bass;Eminem, & Luis Resto;None
Can't Hold Us;Macklemore & Ryan Lewis Featuring Ray Dalton;174;-;135;15;2023-01-29;Pop, Rap, Dance-Pop, Dance, Soul Rap, Soul Pop, Soul, Neo Soul, Pop Rap;Ryan Lewis;Ryan Lewis, Ray Dalton & Macklemore;None
In Da Club;50 Cent;175;185;44;42;2023-01-29;Rap, Pop Rap, Hardcore Hip-Hop, New York, Hip-Hop, East Coast, Gangsta Rap;Dr. Dre & Mike Elizondo;50 Cent, &;Universal Music Group
Ghost;Justin Bieber;176;186;16;68;2023-01-29;R&B, Pop, Pop-R&B, Contemporary R&B, Future Garage, Dance-Pop, Dance, Synth-Pop, Ballad, Drum & Bass, Canada;Jon Bellion & The Monsters & Strangerz;Michael Pollack, Stefan Johnson, Jordan K. Johnson, Jon Bellion & Justin Bieber;Universal Music Group
Midnight Rain;Taylor Swift;177;172;5;13;2023-01-29;Pop, Electronic Trap, Electro House, House, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Jack Antonoff & Taylor Swift;Universal Music Group
Wrecking Ball;Miley Cyrus;178;197;178;2;2023-01-29;Pop, Melodic Dubstep, Dubstep, Chamber Pop, Orchestral, Adult Contemporary, Ballad;Cirkut & Dr. Luke;David Kim, , , Stephan Moccio, & Sacha Skarbek;Sony Music Entertainment
Circles;Post Malone;179;180;49;121;2023-01-29;Rock, R&B, Pop, Synth Rock, Soft Rock, Pop-Rock, Chill, Nu Disco, Synth-Pop;Post Malone, Louis Bell & Ging;Tyler Armes, Post Malone, Louis Bell, , Kaan Güneşberk & Billy Walsh;None
Set Fire To The Rain;Adele;180;-;64;6;2023-01-29;Pop, Pop-Rock, UK Pop, UK, Piano, Orchestral, Adult Contemporary, Soul Pop, Singer-Songwriter, Ballad;Fraser T. Smith;Fraser T. Smith &;None
Forget Me;Lewis Capaldi;181;-;48;15;2023-01-29;Pop, Synth-Pop, Adult Alternative, Piano, Alternative Pop, UK Pop, Singer-Songwriter, Scotland, UK;Chris Bishop, Lewis Capaldi & TMS;Ben Kohn, Blair Gormal, Lewis Capaldi, Michael Pollack, Pete Kelleher, Plested, TMS & Tom Barnes;None
Murder In My Mind;Kordhell;182;182;113;20;2023-01-29;Rap, Drift Phonk, Electro House, House, Electronic, EDM, Phonk;Kordhell;Kordhell;The Orchard
Hotel California;Eagles;183;190;132;98;2023-01-29;Rock, Seventies, Singer-Songwriter, Pop-Rock;Bill Szymczyk;Don Henley, Don Felder &;None
Heart To Heart;Mac DeMarco;184;-;184;1;2023-01-29;Rock, Alternative, Alternative Rock, Indie, Indie Rock;Mac DeMarco;Mac DeMarco;None
Besos Moja2;Wisin & Yandel + Rosalia;185;159;102;15;2023-01-29;Pop, Spanish Pop, Spanish Urban, Spanish Music, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Los Legendarios, Luny Tunes & Noah Goldstein;Wisin, Yandel, ROSALÍA, Rafy Legendario, Marc Legendario, Luny & Tunes;None
Something Just Like This;The Chainsmokers & Coldplay;186;181;102;101;2023-01-29;Rock, Pop, Rock Pop, UK Pop, Electro, Dance Rock, Dance-Pop, British Rock, Electronic Rock, Piano Rock, Pop-Rock, Piano, EDM, Adult Contemporary, Future Bass, UK, Electro-Pop, Electronic, Dance;The Chainsmokers;Will Champion, Guy Berryman, Jonny Buckland, Andrew Taggart & Chris Martin;None
Midnight Sky;Miley Cyrus;187;176;15;38;2023-01-29;Rock, Pop, Alternative Pop, Alternative, New Wave, Dance-Pop, Dance, Synthwave, Synth-Pop, Pop-Rock, Alternative Rock, LGBTQ+, Electro-Pop, Nu Disco;Louis Bell & watt;Miley Cyrus, Jon Bellion, , Ali Tamposi, & Louis Bell;Sony Music Entertainment
